SKU;Ціна фіду стара;Ціна фіду нова;Зміна фіду %;Наша ціна стара;Наша ціна нова;Зміна нашої %;CPA %;Доступний;Залишок;Причина алерту
WDF-200;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WDF-30;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WDF-300;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WDF-50;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WDF-500;4325.00;4325.00;+0.00%;4990.00;4990.00;+0.00%;15.34%;Ні;*;недоступний у фіді
WHS110MM;5737.00;5737.00;+0.00%;6610.00;6610.00;+0.00%;15.14%;Ні;*;недоступний у фіді
WLST-010;627.00;627.00;+0.00%;730.00;730.00;+0.00%;14.96%;Ні;*;недоступний у фіді
WMT-0525M;100.00;100.00;+0.00%;120.00;120.00;+0.00%;15.17%;Ні;*;недоступний у фіді
WSA0101;266.00;266.00;+0.00%;310.00;310.00;+0.00%;15.00%;Ні;*;недоступний у фіді
WSM0202;304.00;304.00;+0.00%;350.00;350.00;+0.00%;15.00%;Ні;*;недоступний у фіді
WT-400;414480.00;414480.00;+0.00%;476660.00;476660.00;+0.00%;15.00%;Ні;*;недоступний у фіді
WT200A;1058.00;1058.00;+0.00%;1210.00;1210.00;+0.00%;13.71%;Ні;*;недоступний у фіді
WT2100;6688.00;6688.00;+0.00%;7610.00;7610.00;+0.00%;13.71%;Ні;*;недоступний у фіді
WT323E;2326.00;2326.00;+0.00%;2670.00;2670.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT327D;1071.00;1071.00;+0.00%;1230.00;1230.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT55;1968.00;1968.00;+0.00%;2270.00;2270.00;+0.00%;15.00%;Ні;*;недоступний у фіді
WT64-10MW;885.00;885.00;+0.00%;1010.00;1010.00;+0.00%;13.81%;Ні;*;недоступний у фіді
WT6810;3872.00;3872.00;+0.00%;4380.00;4380.00;+0.00%;12.96%;Ні;*;недоступний у фіді
WT82;916.00;916.00;+0.00%;1020.00;1020.00;+0.00%;11.06%;Ні;*;недоступний у фіді
WT87C;1376.00;1376.00;+0.00%;1530.00;1530.00;+0.00%;11.06%;Ні;*;недоступний у фіді
WT8800;5562.00;5562.00;+0.00%;6380.00;6380.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT8802;5192.00;5192.00;+0.00%;5960.00;5960.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT8806;4910.00;4910.00;+0.00%;5640.00;5640.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT8821;4015.00;4015.00;+0.00%;4610.00;4610.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT8825;3428.00;3428.00;+0.00%;3940.00;3940.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT8827;1996.00;1996.00;+0.00%;2290.00;2290.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WT900;1790.00;1790.00;+0.00%;2060.00;2060.00;+0.00%;14.69%;Ні;*;недоступний у фіді
WTB400;14982.00;14982.00;+0.00%;17080.00;17080.00;+0.00%;13.94%;Ні;*;недоступний у фіді
X-431 ADAS KIT;136400.00;136400.00;+0.00%;156860.00;156860.00;+0.00%;15.00%;Ні;*;недоступний у фіді
X-431 ADAS PRO;180400.00;180400.00;+0.00%;206850.00;206850.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 HDIII;48300.00;48300.00;+0.00%;55390.00;55390.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 IMMO PAD;158400.00;158400.00;+0.00%;181630.00;181630.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 IMMO PRO;63800.00;63800.00;+0.00%;73160.00;73160.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 PADV II;167200.00;167200.00;+0.00%;191720.00;191720.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 PRO;55000.00;55000.00;+0.00%;63070.00;63070.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 PRO3;63000.00;63000.00;+0.00%;72240.00;72240.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 PRO5 SMARTLINK;109200.00;109200.00;+0.00%;125210.00;125210.00;+0.00%;14.66%;Ні;*;недоступний у фіді
X-431 TSGUN;12100.00;12100.00;+0.00%;13920.00;13920.00;+0.00%;15.00%;Ні;*;недоступний у фіді
X-431 TSGUN PRO;13200.00;13200.00;+0.00%;15180.00;15180.00;+0.00%;15.00%;Ні;*;недоступний у фіді
X-PROG;16324.00;16324.00;+0.00%;18780.00;18780.00;+0.00%;15.00%;Ні;*;недоступний у фіді
Y30;1288.00;1288.00;+0.00%;1490.00;1490.00;+0.00%;14.97%;Ні;*;недоступний у фіді
ZD03;40040.00;40040.00;+0.00%;45950.00;45950.00;+0.00%;14.74%;Ні;*;недоступний у фіді
ZSQ-6;1562.00;1562.00;+0.00%;1810.00;1810.00;+0.00%;15.29%;Ні;*;недоступний у фіді
ISMARTLINK-D01;66000.00;66000.00;+0.00%;75680.00;75680.00;+0.00%;14.66%;Ні;*;недоступний у фіді
ISMARTTOOL-601MAX;30800.00;30800.00;+0.00%;35320.00;35320.00;+0.00%;14.66%;Ні;*;недоступний у фіді
АТЕСТР;782.00;782.00;+0.00%;910.00;910.00;+0.00%;15.51%;Ні;*;недоступний у фіді
БАЛ17Х;51.00;51.00;+0.00%;60.00;60.00;+0.00%;15.34%;Ні;*;недоступний у фіді
В12ГМС;100.00;100.00;+0.00%;120.00;120.00;+0.00%;14.92%;Ні;*;недоступний у фіді
В34МСГ;424.00;424.00;+0.00%;490.00;490.00;+0.00%;14.92%;Ні;*;недоступний у фіді
В34ХГ;225.00;225.00;+0.00%;260.00;260.00;+0.00%;14.92%;Ні;*;недоступний у фіді
В34ЧНГ;641.00;641.00;+0.00%;740.00;740.00;+0.00%;14.92%;Ні;*;недоступний у фіді
В38ЧНГБ;132.00;132.00;+0.00%;160.00;160.00;+0.00%;14.92%;Ні;*;недоступний у фіді
В38ЧНГМ;103.00;103.00;+0.00%;120.00;120.00;+0.00%;14.92%;Ні;*;недоступний у фіді
ВЛК-ПРФ;9130.00;9130.00;+0.00%;10480.00;10480.00;+0.00%;14.74%;Ні;*;недоступний у фіді
ВП1234ЧН;626.00;626.00;+0.00%;720.00;720.00;+0.00%;14.92%;Ні;*;недоступний у фіді
Г100ЛЧ6;1581.00;1581.00;+0.00%;1830.00;1830.00;+0.00%;15.14%;Ні;*;недоступний у фіді
Г100ЛЧ8;1900.00;1900.00;+0.00%;2190.00;2190.00;+0.00%;15.14%;Ні;*;недоступний у фіді
Г34В22;175.00;175.00;+0.00%;210.00;210.00;+0.00%;15.14%;Ні;*;недоступний у фіді
Г34В46;310.00;310.00;+0.00%;360.00;360.00;+0.00%;15.14%;Ні;*;недоступний у фіді
Г85ЛЧ6;1515.00;1515.00;+0.00%;1750.00;1750.00;+0.00%;15.14%;Ні;*;недоступний у фіді
Г85ЛЧ8;1535.00;1535.00;+0.00%;1770.00;1770.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ИКС;1535.00;1535.00;+0.00%;1770.00;1770.00;+0.00%;15.00%;Ні;*;недоступний у фіді
КАРД08Х;78.00;78.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
КАРД10Х;78.00;78.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
КАРД12Х;78.00;78.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
КАРД13Х;78.00;78.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
КАРД14Х;78.00;78.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
КЕРН;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.34%;Ні;*;недоступний у фіді
КПРЕЙ08МС;176.00;176.00;+0.00%;210.00;210.00;+0.00%;15.00%;Ні;*;недоступний у фіді
КРУЧ08Х;83.00;83.00;+0.00%;100.00;100.00;+0.00%;15.00%;Ні;*;недоступний у фіді
КРФ28;392.00;392.00;+0.00%;450.00;450.00;+0.00%;14.60%;Ні;*;недоступний у фіді
КРФ30-6;392.00;392.00;+0.00%;450.00;450.00;+0.00%;14.60%;Ні;*;недоступний у фіді
КС43-Б;221.00;221.00;+0.00%;260.00;260.00;+0.00%;14.92%;Ні;*;недоступний у фіді
КС43-Ч;221.00;221.00;+0.00%;260.00;260.00;+0.00%;14.92%;Ні;*;недоступний у фіді
КС53-Б;307.00;307.00;+0.00%;360.00;360.00;+0.00%;14.92%;Ні;*;недоступний у фіді
КС53-Ч;307.00;307.00;+0.00%;360.00;360.00;+0.00%;14.92%;Ні;*;недоступний у фіді
КСТАРТ13Х;40.00;40.00;+0.00%;50.00;50.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ЛОМХМ;166.00;166.00;+0.00%;200.00;200.00;+0.00%;15.14%;Ні;*;недоступний у фіді
МОЛ20Т;194.00;194.00;+0.00%;230.00;230.00;+0.00%;13.55%;Ні;*;недоступний у фіді
МОЛ40Т;298.00;298.00;+0.00%;340.00;340.00;+0.00%;13.55%;Ні;*;недоступний у фіді
МОЛ60Т;386.00;386.00;+0.00%;440.00;440.00;+0.00%;13.55%;Ні;*;недоступний у фіді
МОЛ80Т;485.00;485.00;+0.00%;560.00;560.00;+0.00%;13.55%;Ні;*;недоступний у фіді
МОЛН;5005.00;5005.00;+0.00%;5760.00;5760.00;+0.00%;15.00%;Ні;*;недоступний у фіді
МОЛН220К;5555.00;5555.00;+0.00%;6390.00;6390.00;+0.00%;15.00%;Ні;*;недоступний у фіді
МОЛН220ПЕР;1045.00;1045.00;+0.00%;1210.00;1210.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НОЖШАР25;495.00;495.00;+0.00%;570.00;570.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НОЖШАР32;594.00;594.00;+0.00%;690.00;690.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НОЖШАР40;693.00;693.00;+0.00%;800.00;800.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1306;187.00;187.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1306Т;214.00;214.00;+0.00%;250.00;250.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1308;230.00;230.00;+0.00%;270.00;270.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1308Т;266.00;266.00;+0.00%;310.00;310.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1910;412.00;412.00;+0.00%;480.00;480.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ1910Т;474.00;474.00;+0.00%;550.00;550.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ2513;818.00;818.00;+0.00%;950.00;950.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСВ2513Т;891.00;891.00;+0.00%;1030.00;1030.00;+0.00%;15.00%;Ні;*;недоступний у фіді
НСК10ХЦ;89.00;89.00;+0.00%;110.00;110.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ПЕСК-Ф;2700.00;2700.00;+0.00%;2990.00;2990.00;+0.00%;10.63%;Ні;*;недоступний у фіді
ПЕСК-Ч;4400.00;4400.00;+0.00%;4870.00;4870.00;+0.00%;10.63%;Ні;*;недоступний у фіді
ПОДШ08Л;1394.00;1394.00;+0.00%;1600.00;1600.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ПОДШ41КРЛ;1157.00;1157.00;+0.00%;1330.00;1330.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ПР0709Х;32.00;32.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ПР0711Х;32.00;32.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ПР0810Х;32.00;32.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ПР0911Х;32.00;32.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ПР1012Х;32.00;32.00;+0.00%;40.00;40.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ПР1013Х;34.00;34.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ПРСВ220;5720.00;5720.00;+0.00%;6580.00;6580.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1011В;310.00;310.00;+0.00%;360.00;360.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1011Л;120.00;120.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ10Л;120.00;120.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ10Ш;410.00;410.00;+0.00%;480.00;480.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1112В;318.00;318.00;+0.00%;370.00;370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1113Л;136.00;136.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ11Ш;455.00;455.00;+0.00%;530.00;530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1213В;358.00;358.00;+0.00%;420.00;420.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1213Л;136.00;136.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ125Ш;455.00;455.00;+0.00%;530.00;530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ12Ш;455.00;455.00;+0.00%;530.00;530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1315В;350.00;350.00;+0.00%;410.00;410.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1315Л;144.00;144.00;+0.00%;170.00;170.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ14Ш;455.00;455.00;+0.00%;530.00;530.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1517В;360.00;360.00;+0.00%;420.00;420.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ1921В;415.00;415.00;+0.00%;480.00;480.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ2123В;529.00;529.00;+0.00%;610.00;610.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ2326В;605.00;605.00;+0.00%;700.00;700.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ25ЛРЕГ;1010.00;1010.00;+0.00%;1170.00;1170.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ25ЦЕЛ-L350;1150.00;1150.00;+0.00%;1330.00;1330.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ2629В;785.00;785.00;+0.00%;910.00;910.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ2933В;1075.00;1075.00;+0.00%;1240.00;1240.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ30Л;1070.00;1070.00;+0.00%;1240.00;1240.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ30ЦЕЛ;1220.00;1220.00;+0.00%;1410.00;1410.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ32ЦЕЛ-L350;1215.00;1215.00;+0.00%;1400.00;1400.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ3338В;1480.00;1480.00;+0.00%;1710.00;1710.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ3540В;1499.00;1499.00;+0.00%;1730.00;1730.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ35В-2;1400.00;1400.00;+0.00%;1610.00;1610.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ35Л;1165.00;1165.00;+0.00%;1340.00;1340.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ35РЛ;316.00;316.00;+0.00%;370.00;370.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ38Л;1400.00;1400.00;+0.00%;1610.00;1610.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ38ЦЕЛ;1465.00;1465.00;+0.00%;1690.00;1690.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ4043В;1925.00;1925.00;+0.00%;2220.00;2220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ4345В;2300.00;2300.00;+0.00%;2650.00;2650.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ4547В;2320.00;2320.00;+0.00%;2670.00;2670.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ45Л;2780.00;2780.00;+0.00%;3200.00;3200.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ45ЦЕЛ;3080.00;3080.00;+0.00%;3550.00;3550.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ4750В;2840.00;2840.00;+0.00%;3270.00;3270.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ5.99;118.00;118.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ50Л;3245.00;3245.00;+0.00%;3740.00;3740.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ50ЦЕЛ;3390.00;3390.00;+0.00%;3900.00;3900.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ6.00;118.00;118.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ6.01;118.00;118.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ6.02;118.00;118.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ6.99;139.00;139.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ6Ш;378.00;378.00;+0.00%;440.00;440.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7.00;139.00;139.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7.01;139.00;139.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7.02;139.00;139.00;+0.00%;160.00;160.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7.98;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7.99;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7Л;120.00;120.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ7Ш;378.00;378.00;+0.00%;440.00;440.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8.00;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8.01;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8.02;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8.03;157.00;157.00;+0.00%;190.00;190.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8.99;188.00;188.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8Л;120.00;120.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ8Ш;378.00;378.00;+0.00%;440.00;440.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ9.00;188.00;188.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ9.01;188.00;188.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ9.02;188.00;188.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ9Л;120.00;120.00;+0.00%;140.00;140.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВ9Ш;378.00;378.00;+0.00%;440.00;440.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАЗВПРВ-Г;1390.00;1390.00;+0.00%;1600.00;1600.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАС-ВРХ;503.00;503.00;+0.00%;580.00;580.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАС-УН3НАС;450.00;450.00;+0.00%;520.00;520.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РАС-УР;803.00;803.00;+0.00%;930.00;930.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РЕГ08Х;149.00;149.00;+0.00%;180.00;180.00;+0.00%;15.00%;Ні;*;недоступний у фіді
РЕГГАЗ;1178.00;1178.00;+0.00%;1350.00;1350.00;+0.00%;14.60%;Ні;*;недоступний у фіді
РОЛ08Х;190.00;190.00;+0.00%;220.00;220.00;+0.00%;15.00%;Ні;*;недоступний у фіді
СВ1617Х;12.00;12.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
СВ16КАРДХ;95.00;95.00;+0.00%;110.00;110.00;+0.00%;15.14%;Ні;*;недоступний у фіді
СВ2122Х;15.00;15.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
СВ21КАРДХ;95.00;95.00;+0.00%;110.00;110.00;+0.00%;15.14%;Ні;*;недоступний у фіді
СЕРПМФ;98.00;98.00;+0.00%;120.00;120.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛБКОВ;569.00;569.00;+0.00%;660.00;660.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛРБ;338.00;338.00;+0.00%;390.00;390.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛРМ;298.00;298.00;+0.00%;350.00;350.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛРСР;318.00;318.00;+0.00%;370.00;370.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛСРКОВ;402.00;402.00;+0.00%;470.00;470.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК2ЛЦ;508.00;508.00;+0.00%;590.00;590.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК3ЛКОВБ;1236.00;1236.00;+0.00%;1420.00;1420.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК3ЛКОВМ;367.00;367.00;+0.00%;430.00;430.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК3ЛКОВСР;716.00;716.00;+0.00%;830.00;830.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК4ЛКОВБ;1008.00;1008.00;+0.00%;1160.00;1160.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК4ЛКОВМ;396.00;396.00;+0.00%;460.00;460.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СК4ЛКОВСР;571.00;571.00;+0.00%;660.00;660.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СОСОК;605.00;605.00;+0.00%;700.00;700.00;+0.00%;14.74%;Ні;*;недоступний у фіді
СПОЛ;1451.00;1451.00;+0.00%;1670.00;1670.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ССБЖКРЛ;1074.00;1074.00;+0.00%;1240.00;1240.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ССБНИВА;1074.00;1074.00;+0.00%;1240.00;1240.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СТРОБКВ;782.00;782.00;+0.00%;910.00;910.00;+0.00%;15.17%;Ні;*;недоступний у фіді
СТТАВР;67.00;67.00;+0.00%;80.00;80.00;+0.00%;14.60%;Ні;*;недоступний у фіді
СШОРУЧКРЛ;810.00;810.00;+0.00%;930.00;930.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ТР0506ТОЧ;29.00;29.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР0507ТОЧ;36.00;36.00;+0.00%;50.00;50.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР0607ТОНК;9.00;9.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР0708ТОНК;9.00;9.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР0810ТОЧ;44.00;44.00;+0.00%;60.00;60.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР0911ТОЧ;47.00;47.00;+0.00%;60.00;60.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1012ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1012ТОЧ;47.00;47.00;+0.00%;60.00;60.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1013ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1013ТОЧ;54.00;54.00;+0.00%;70.00;70.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1113ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1213ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1213ТОЧ;54.00;54.00;+0.00%;70.00;70.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1214ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1214ТОЧ;61.00;61.00;+0.00%;80.00;80.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1314ТОЧ;61.00;61.00;+0.00%;80.00;80.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1315ТОЧ;61.00;61.00;+0.00%;80.00;80.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1317ТОЧ;73.00;73.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1415ТОНК;11.00;11.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1415ТОЧ;73.00;73.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1417ТОЧ;73.00;73.00;+0.00%;90.00;90.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ТР1719ТОНК;14.00;14.00;+0.00%;40.00;40.00;+0.00%;15.14%;Ні;*;недоступний у фіді
УГОЛХ;627.00;627.00;+0.00%;720.00;720.00;+0.00%;14.60%;Ні;*;недоступний у фіді
ЧН14;507.00;507.00;+0.00%;590.00;590.00;+0.00%;14.88%;Ні;*;недоступний у фіді
ЧН16;1062.00;1062.00;+0.00%;1230.00;1230.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ЧН24;942.00;942.00;+0.00%;1090.00;1090.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ЧН47;879.00;879.00;+0.00%;1020.00;1020.00;+0.00%;15.14%;Ні;*;недоступний у фіді
ЧН5;826.00;826.00;+0.00%;950.00;950.00;+0.00%;14.88%;Ні;*;недоступний у фіді
ЧН7;1106.00;1106.00;+0.00%;1280.00;1280.00;+0.00%;14.88%;Ні;*;недоступний у фіді
ШАР2543;5558.00;5558.00;+0.00%;6400.00;6400.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ШАР3243;5558.00;5558.00;+0.00%;6400.00;6400.00;+0.00%;15.00%;Ні;*;недоступний у фіді
ШАР403;6105.00;6105.00;+0.00%;7030.00;7030.00;+0.00%;15.00%;Ні;*;недоступний у фіді
