article,rrc,rrc_adjusted,sell_price,commission_rate,commission,margin_vs_rrc
QBR-F 1117-42,1593.0,1593.0,1950,0.18,351.0,6.0
GM2378,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 2321-18,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 6216-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 6209-82,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0780-02,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0857-82,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0860-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 7023-09,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0556-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 5206-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0454-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 04102-50,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 04104-82,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0195-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0174-42,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 9003-50A,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 1105-16,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0799-82,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0193-09,1593.0,1593.0,1950,0.18,351.0,6.0
TB1197,1593.0,1593.0,1950,0.18,351.0,6.0
K 0331-42,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0445-35,1593.0,1593.0,1950,0.18,351.0,6.0
Q68583,1593.0,1593.0,1950,0.18,351.0,6.0
Q68589,1593.0,1593.0,1950,0.18,351.0,6.0
Q68594,1593.0,1593.0,1950,0.18,351.0,6.0
Q68624,1593.0,1593.0,1950,0.18,351.0,6.0
Q68636,1593.0,1593.0,1950,0.18,351.0,6.0
TB2047,1593.0,1593.0,1950,0.18,351.0,6.0
Q68768,1593.0,1593.0,1950,0.18,351.0,6.0
Q68777,1593.0,1593.0,1950,0.18,351.0,6.0
Q68791,1593.0,1593.0,1950,0.18,351.0,6.0
Q68826,1593.0,1593.0,1950,0.18,351.0,6.0
Q68848,1593.0,1593.0,1950,0.18,351.0,6.0
Q68874,1593.0,1593.0,1950,0.18,351.0,6.0
Q68897,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 5066-02A,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 3502-13,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 1165-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 04109-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 04112-09,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 04123-68,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0465-68,1593.0,1593.0,1950,0.18,351.0,6.0
TB1869,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0640-68,1593.0,1593.0,1950,0.18,351.0,6.0
DVR_W6S,1593.0,1593.0,1950,0.18,351.0,6.0
DVR_W05,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 0103-13,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 6232-09,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 4108-50,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 3821-01,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 3913-01,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 3914-01,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-FH 3915-01,1593.0,1593.0,1950,0.18,351.0,6.0
QBR-F 0777-39,1565.0,1565.0,1910,0.18,343.8,1.2
TB1416,1565.0,1565.0,1910,0.18,343.8,1.2
QCV 2053 K,1547.0,1547.0,1890,0.18,340.2,2.8
QCV 2053 T,1547.0,1547.0,1890,0.18,340.2,2.8
16-027,1547.0,1547.0,1890,0.18,340.2,2.8
16-031,1547.0,1547.0,1890,0.18,340.2,2.8
16-047,1547.0,1547.0,1890,0.18,340.2,2.8
16-054,1547.0,1547.0,1890,0.18,340.2,2.8
16-082,1547.0,1547.0,1890,0.18,340.2,2.8
16-117,1547.0,1547.0,1890,0.18,340.2,2.8
22-1026,1547.0,1547.0,1890,0.18,340.2,2.8
22-1082,1547.0,1547.0,1890,0.18,340.2,2.8
22-1083,1547.0,1547.0,1890,0.18,340.2,2.8
22-1192,1547.0,1547.0,1890,0.18,340.2,2.8
22-1318,1547.0,1547.0,1890,0.18,340.2,2.8
22-1321,1547.0,1547.0,1890,0.18,340.2,2.8
22-1363,1547.0,1547.0,1890,0.18,340.2,2.8
22-1403,1547.0,1547.0,1890,0.18,340.2,2.8
22-1418,1547.0,1547.0,1890,0.18,340.2,2.8
22-1462,1547.0,1547.0,1890,0.18,340.2,2.8
22-1492,1547.0,1547.0,1890,0.18,340.2,2.8
22-1550,1547.0,1547.0,1890,0.18,340.2,2.8
22-165,1547.0,1547.0,1890,0.18,340.2,2.8
22-177,1547.0,1547.0,1890,0.18,340.2,2.8
22-178,1547.0,1547.0,1890,0.18,340.2,2.8
22-188,1547.0,1547.0,1890,0.18,340.2,2.8
22-510,1547.0,1547.0,1890,0.18,340.2,2.8
22-600,1547.0,1547.0,1890,0.18,340.2,2.8
22-732,1547.0,1547.0,1890,0.18,340.2,2.8
SB4019,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 5076-18,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 9002-68,1547.0,1547.0,1890,0.18,340.2,2.8
Q65651,1547.0,1547.0,1890,0.18,340.2,2.8
Q65652,1547.0,1547.0,1890,0.18,340.2,2.8
Q65659,1547.0,1547.0,1890,0.18,340.2,2.8
Q65662,1547.0,1547.0,1890,0.18,340.2,2.8
Q65667,1547.0,1547.0,1890,0.18,340.2,2.8
Q65668,1547.0,1547.0,1890,0.18,340.2,2.8
Q65672,1547.0,1547.0,1890,0.18,340.2,2.8
Q65681,1547.0,1547.0,1890,0.18,340.2,2.8
Q65703,1547.0,1547.0,1890,0.18,340.2,2.8
Q64439,1547.0,1547.0,1890,0.18,340.2,2.8
Q64454,1547.0,1547.0,1890,0.18,340.2,2.8
Q64461,1547.0,1547.0,1890,0.18,340.2,2.8
Q64467,1547.0,1547.0,1890,0.18,340.2,2.8
Q64469,1547.0,1547.0,1890,0.18,340.2,2.8
Q64498,1547.0,1547.0,1890,0.18,340.2,2.8
Q64507,1547.0,1547.0,1890,0.18,340.2,2.8
Q64508,1547.0,1547.0,1890,0.18,340.2,2.8
Q64528,1547.0,1547.0,1890,0.18,340.2,2.8
Q64529,1547.0,1547.0,1890,0.18,340.2,2.8
Q64539,1547.0,1547.0,1890,0.18,340.2,2.8
Q64545,1547.0,1547.0,1890,0.18,340.2,2.8
Q64569,1547.0,1547.0,1890,0.18,340.2,2.8
Q64573,1547.0,1547.0,1890,0.18,340.2,2.8
Q64574,1547.0,1547.0,1890,0.18,340.2,2.8
Q65404,1547.0,1547.0,1890,0.18,340.2,2.8
Q65405,1547.0,1547.0,1890,0.18,340.2,2.8
Q65411,1547.0,1547.0,1890,0.18,340.2,2.8
Q65413,1547.0,1547.0,1890,0.18,340.2,2.8
Q65420,1547.0,1547.0,1890,0.18,340.2,2.8
Q65429,1547.0,1547.0,1890,0.18,340.2,2.8
Q65434,1547.0,1547.0,1890,0.18,340.2,2.8
Q65444,1547.0,1547.0,1890,0.18,340.2,2.8
Q65447,1547.0,1547.0,1890,0.18,340.2,2.8
Q65448,1547.0,1547.0,1890,0.18,340.2,2.8
Q65453,1547.0,1547.0,1890,0.18,340.2,2.8
Q65477,1547.0,1547.0,1890,0.18,340.2,2.8
Q65484,1547.0,1547.0,1890,0.18,340.2,2.8
Q65486,1547.0,1547.0,1890,0.18,340.2,2.8
Q65487,1547.0,1547.0,1890,0.18,340.2,2.8
Q65488,1547.0,1547.0,1890,0.18,340.2,2.8
Q65491,1547.0,1547.0,1890,0.18,340.2,2.8
Q65492,1547.0,1547.0,1890,0.18,340.2,2.8
Q65494,1547.0,1547.0,1890,0.18,340.2,2.8
Q65499,1547.0,1547.0,1890,0.18,340.2,2.8
Q65521,1547.0,1547.0,1890,0.18,340.2,2.8
Q65522,1547.0,1547.0,1890,0.18,340.2,2.8
Q65524,1547.0,1547.0,1890,0.18,340.2,2.8
Q65529,1547.0,1547.0,1890,0.18,340.2,2.8
Q65533,1547.0,1547.0,1890,0.18,340.2,2.8
Q65539,1547.0,1547.0,1890,0.18,340.2,2.8
Q65548,1547.0,1547.0,1890,0.18,340.2,2.8
Q65550,1547.0,1547.0,1890,0.18,340.2,2.8
Q65556,1547.0,1547.0,1890,0.18,340.2,2.8
Q65560,1547.0,1547.0,1890,0.18,340.2,2.8
Q65561,1547.0,1547.0,1890,0.18,340.2,2.8
Q65564,1547.0,1547.0,1890,0.18,340.2,2.8
Q65566,1547.0,1547.0,1890,0.18,340.2,2.8
Q65573,1547.0,1547.0,1890,0.18,340.2,2.8
Q65575,1547.0,1547.0,1890,0.18,340.2,2.8
Q65577,1547.0,1547.0,1890,0.18,340.2,2.8
Q65581,1547.0,1547.0,1890,0.18,340.2,2.8
Q65585,1547.0,1547.0,1890,0.18,340.2,2.8
Q65596,1547.0,1547.0,1890,0.18,340.2,2.8
Q65721,1547.0,1547.0,1890,0.18,340.2,2.8
Q65722,1547.0,1547.0,1890,0.18,340.2,2.8
Q65723,1547.0,1547.0,1890,0.18,340.2,2.8
Q65745,1547.0,1547.0,1890,0.18,340.2,2.8
Q65748,1547.0,1547.0,1890,0.18,340.2,2.8
Q65752,1547.0,1547.0,1890,0.18,340.2,2.8
Q65753,1547.0,1547.0,1890,0.18,340.2,2.8
Q65761,1547.0,1547.0,1890,0.18,340.2,2.8
Q65774,1547.0,1547.0,1890,0.18,340.2,2.8
Q65777,1547.0,1547.0,1890,0.18,340.2,2.8
Q65786,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 2430-13,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 6117-09,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 1043-42,1547.0,1547.0,1890,0.18,340.2,2.8
QBR-F 1035-68,1547.0,1547.0,1890,0.18,340.2,2.8
Q68628,1547.0,1547.0,1890,0.18,340.2,2.8
Q68629,1547.0,1547.0,1890,0.18,340.2,2.8
Q68587,1547.0,1547.0,1890,0.18,340.2,2.8
Q68601,1547.0,1547.0,1890,0.18,340.2,2.8
Q68608,1547.0,1547.0,1890,0.18,340.2,2.8
Q68766,1547.0,1547.0,1890,0.18,340.2,2.8
Q68770,1547.0,1547.0,1890,0.18,340.2,2.8
Q68788,1547.0,1547.0,1890,0.18,340.2,2.8
Q68793,1547.0,1547.0,1890,0.18,340.2,2.8
Q68799,1547.0,1547.0,1890,0.18,340.2,2.8
Q68814,1547.0,1547.0,1890,0.18,340.2,2.8
Q68818,1547.0,1547.0,1890,0.18,340.2,2.8
Q68823,1547.0,1547.0,1890,0.18,340.2,2.8
Q68825,1547.0,1547.0,1890,0.18,340.2,2.8
Q68869,1547.0,1547.0,1890,0.18,340.2,2.8
Q68873,1547.0,1547.0,1890,0.18,340.2,2.8
Q68886,1547.0,1547.0,1890,0.18,340.2,2.8
Q68899,1547.0,1547.0,1890,0.18,340.2,2.8
QCV 2053 CD 02,1502.0,1502.0,1840,0.18,331.2,6.8
QCV 2053 FD 02,1502.0,1502.0,1840,0.18,331.2,6.8
16-038,1502.0,1502.0,1840,0.18,331.2,6.8
16-126,1502.0,1502.0,1840,0.18,331.2,6.8
QHY-12,1502.0,1502.0,1840,0.18,331.2,6.8
QHY-17,1502.0,1502.0,1840,0.18,331.2,6.8
22-1050,1502.0,1502.0,1840,0.18,331.2,6.8
22-1067,1502.0,1502.0,1840,0.18,331.2,6.8
22-1068,1502.0,1502.0,1840,0.18,331.2,6.8
22-1071,1502.0,1502.0,1840,0.18,331.2,6.8
22-1098,1502.0,1502.0,1840,0.18,331.2,6.8
22-1112,1502.0,1502.0,1840,0.18,331.2,6.8
22-1131,1502.0,1502.0,1840,0.18,331.2,6.8
22-1132,1502.0,1502.0,1840,0.18,331.2,6.8
22-1160,1502.0,1502.0,1840,0.18,331.2,6.8
22-1175,1502.0,1502.0,1840,0.18,331.2,6.8
22-1182,1502.0,1502.0,1840,0.18,331.2,6.8
22-1203,1502.0,1502.0,1840,0.18,331.2,6.8
22-1250,1502.0,1502.0,1840,0.18,331.2,6.8
22-1276,1502.0,1502.0,1840,0.18,331.2,6.8
22-1290,1502.0,1502.0,1840,0.18,331.2,6.8
22-1327,1502.0,1502.0,1840,0.18,331.2,6.8
22-1430,1502.0,1502.0,1840,0.18,331.2,6.8
22-1442,1502.0,1502.0,1840,0.18,331.2,6.8
22-1460,1502.0,1502.0,1840,0.18,331.2,6.8
22-1500,1502.0,1502.0,1840,0.18,331.2,6.8
22-1575,1502.0,1502.0,1840,0.18,331.2,6.8
22-478,1502.0,1502.0,1840,0.18,331.2,6.8
22-494,1502.0,1502.0,1840,0.18,331.2,6.8
Q0354,1502.0,1502.0,1840,0.18,331.2,6.8
Q0873,1502.0,1502.0,1840,0.18,331.2,6.8
QSL-12,1502.0,1502.0,1840,0.18,331.2,6.8
HD0377,1502.0,1502.0,1840,0.18,331.2,6.8
LX0610,1502.0,1502.0,1840,0.18,331.2,6.8
HM4109,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0430-82,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0452-18,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0528-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0541-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0542-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0776-50,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0778-39,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0778-39A,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1157-82,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1831-13,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 5026-18,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 5099-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 5209-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 6104-09,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 9031-68,1502.0,1502.0,1840,0.18,331.2,6.8
Q65656,1502.0,1502.0,1840,0.18,331.2,6.8
Q65682,1502.0,1502.0,1840,0.18,331.2,6.8
Q64437,1502.0,1502.0,1840,0.18,331.2,6.8
Q64438,1502.0,1502.0,1840,0.18,331.2,6.8
Q64443,1502.0,1502.0,1840,0.18,331.2,6.8
Q64476,1502.0,1502.0,1840,0.18,331.2,6.8
Q64477,1502.0,1502.0,1840,0.18,331.2,6.8
Q64503,1502.0,1502.0,1840,0.18,331.2,6.8
Q64505,1502.0,1502.0,1840,0.18,331.2,6.8
Q64518,1502.0,1502.0,1840,0.18,331.2,6.8
Q64535,1502.0,1502.0,1840,0.18,331.2,6.8
Q64536,1502.0,1502.0,1840,0.18,331.2,6.8
Q64537,1502.0,1502.0,1840,0.18,331.2,6.8
Q64543,1502.0,1502.0,1840,0.18,331.2,6.8
Q64555,1502.0,1502.0,1840,0.18,331.2,6.8
Q64570,1502.0,1502.0,1840,0.18,331.2,6.8
Q65412,1502.0,1502.0,1840,0.18,331.2,6.8
Q65417,1502.0,1502.0,1840,0.18,331.2,6.8
Q65443,1502.0,1502.0,1840,0.18,331.2,6.8
Q65469,1502.0,1502.0,1840,0.18,331.2,6.8
Q65472,1502.0,1502.0,1840,0.18,331.2,6.8
Q65473,1502.0,1502.0,1840,0.18,331.2,6.8
Q65493,1502.0,1502.0,1840,0.18,331.2,6.8
Q65495,1502.0,1502.0,1840,0.18,331.2,6.8
Q65515,1502.0,1502.0,1840,0.18,331.2,6.8
Q65516,1502.0,1502.0,1840,0.18,331.2,6.8
Q65517,1502.0,1502.0,1840,0.18,331.2,6.8
Q65526,1502.0,1502.0,1840,0.18,331.2,6.8
Q65527,1502.0,1502.0,1840,0.18,331.2,6.8
Q65540,1502.0,1502.0,1840,0.18,331.2,6.8
Q65542,1502.0,1502.0,1840,0.18,331.2,6.8
Q65549,1502.0,1502.0,1840,0.18,331.2,6.8
Q65562,1502.0,1502.0,1840,0.18,331.2,6.8
Q65567,1502.0,1502.0,1840,0.18,331.2,6.8
Q65725,1502.0,1502.0,1840,0.18,331.2,6.8
Q65728,1502.0,1502.0,1840,0.18,331.2,6.8
Q65730,1502.0,1502.0,1840,0.18,331.2,6.8
Q65731,1502.0,1502.0,1840,0.18,331.2,6.8
Q65732,1502.0,1502.0,1840,0.18,331.2,6.8
Q65768,1502.0,1502.0,1840,0.18,331.2,6.8
Q65789,1502.0,1502.0,1840,0.18,331.2,6.8
Q65791,1502.0,1502.0,1840,0.18,331.2,6.8
Q65792,1502.0,1502.0,1840,0.18,331.2,6.8
Q65793,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0383-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0554-18,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 6226-09,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0766-02,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0143-35,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0132-35,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0154-17,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 4491-09,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 3902-17,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1162-09,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1224-82,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1245-50,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1311-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 6227-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0764-17,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0798-02,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0779-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 3707-19,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 3706-13,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 2634-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 3327-30,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0518-36,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0536-18,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0633-82A,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 5067-82,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 2635-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0634-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0468-82A,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 3815-50,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 1158-19,1502.0,1502.0,1840,0.18,331.2,6.8
Q68615,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 9021-68,1502.0,1502.0,1840,0.18,331.2,6.8
Q68767,1502.0,1502.0,1840,0.18,331.2,6.8
Q68827,1502.0,1502.0,1840,0.18,331.2,6.8
SiX2_H4,1600.0,1600.0,1840,0.13,239.2,0.8
QBR-F 0710-82,1502.0,1502.0,1840,0.18,331.2,6.8
TB2225-1,1502.0,1502.0,1840,0.18,331.2,6.8
TBA8000,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-FH 0305-68,1502.0,1502.0,1840,0.18,331.2,6.8
QBR-F 0870-18,1502.0,1502.0,1840,0.18,331.2,6.8
16-051,1456.0,1456.0,1780,0.18,320.4,3.6
16-056,1456.0,1456.0,1780,0.18,320.4,3.6
16-067,1456.0,1456.0,1780,0.18,320.4,3.6
QFD-14,1456.0,1456.0,1780,0.18,320.4,3.6
22-063,1456.0,1456.0,1780,0.18,320.4,3.6
22-1004,1456.0,1456.0,1780,0.18,320.4,3.6
22-1005,1456.0,1456.0,1780,0.18,320.4,3.6
22-1016,1456.0,1456.0,1780,0.18,320.4,3.6
22-1054,1456.0,1456.0,1780,0.18,320.4,3.6
22-1070,1456.0,1456.0,1780,0.18,320.4,3.6
22-1073,1456.0,1456.0,1780,0.18,320.4,3.6
22-1143,1456.0,1456.0,1780,0.18,320.4,3.6
22-1144,1456.0,1456.0,1780,0.18,320.4,3.6
22-1164,1456.0,1456.0,1780,0.18,320.4,3.6
22-1184,1456.0,1456.0,1780,0.18,320.4,3.6
22-1196,1456.0,1456.0,1780,0.18,320.4,3.6
22-1229,1456.0,1456.0,1780,0.18,320.4,3.6
22-1233,1456.0,1456.0,1780,0.18,320.4,3.6
22-1254,1456.0,1456.0,1780,0.18,320.4,3.6
22-1272,1456.0,1456.0,1780,0.18,320.4,3.6
22-1283,1456.0,1456.0,1780,0.18,320.4,3.6
22-1295,1456.0,1456.0,1780,0.18,320.4,3.6
22-1308,1456.0,1456.0,1780,0.18,320.4,3.6
22-1355,1456.0,1456.0,1780,0.18,320.4,3.6
22-1420,1456.0,1456.0,1780,0.18,320.4,3.6
22-1484,1456.0,1456.0,1780,0.18,320.4,3.6
22-1531,1456.0,1456.0,1780,0.18,320.4,3.6
22-1532,1456.0,1456.0,1780,0.18,320.4,3.6
22-1534,1456.0,1456.0,1780,0.18,320.4,3.6
22-1541,1456.0,1456.0,1780,0.18,320.4,3.6
22-1560,1456.0,1456.0,1780,0.18,320.4,3.6
22-197,1456.0,1456.0,1780,0.18,320.4,3.6
22-421,1456.0,1456.0,1780,0.18,320.4,3.6
22-423,1456.0,1456.0,1780,0.18,320.4,3.6
22-449,1456.0,1456.0,1780,0.18,320.4,3.6
22-575,1456.0,1456.0,1780,0.18,320.4,3.6
22-714,1456.0,1456.0,1780,0.18,320.4,3.6
22-768,1456.0,1456.0,1780,0.18,320.4,3.6
22-811,1456.0,1456.0,1780,0.18,320.4,3.6
22-941,1456.0,1456.0,1780,0.18,320.4,3.6
22-975,1456.0,1456.0,1780,0.18,320.4,3.6
QTY-19,1456.0,1456.0,1780,0.18,320.4,3.6
HY1085,1456.0,1456.0,1780,0.18,320.4,3.6
CV1200,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0182-82,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0185-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0447-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0497-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0498-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 7012-50,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0811-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1030-18,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1033-39,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1129-35,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 2305-50,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 2311-30,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 3075-82,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 3812-50,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 5067-02,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 6310-82,1456.0,1456.0,1780,0.18,320.4,3.6
Q64571,1456.0,1456.0,1780,0.18,320.4,3.6
Q64572,1456.0,1456.0,1780,0.18,320.4,3.6
Q65489,1456.0,1456.0,1780,0.18,320.4,3.6
Q65490,1456.0,1456.0,1780,0.18,320.4,3.6
Q65530,1456.0,1456.0,1780,0.18,320.4,3.6
Q65563,1456.0,1456.0,1780,0.18,320.4,3.6
Q65589,1456.0,1456.0,1780,0.18,320.4,3.6
Q65724,1456.0,1456.0,1780,0.18,320.4,3.6
Q65729,1456.0,1456.0,1780,0.18,320.4,3.6
Q65749,1456.0,1456.0,1780,0.18,320.4,3.6
Q65762,1456.0,1456.0,1780,0.18,320.4,3.6
Q65776,1456.0,1456.0,1780,0.18,320.4,3.6
Q65779,1456.0,1456.0,1780,0.18,320.4,3.6
Q65790,1456.0,1456.0,1780,0.18,320.4,3.6
Q65794,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 4029-50A,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0165-26,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 6209-09,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 04118-09,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0520-13,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1318-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1036-39,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 7012-82A,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1305-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 6223-82,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 1213-18,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 5205-68,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 04117-68,1456.0,1456.0,1780,0.18,320.4,3.6
Q68623,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 5201-18,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 0415-18,1456.0,1456.0,1780,0.18,320.4,3.6
QBR-F 8023-68,1420.0,1420.0,1740,0.18,313.2,6.8
QCV 1058D K,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D MK 01 Black,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D MK 02 Black,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D MT Black,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D MT Silvery,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D T Black,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D T Silvery,1411.0,1411.0,1730,0.18,311.4,7.6
QCV 1058D T White,1411.0,1411.0,1730,0.18,311.4,7.6
16-042,1411.0,1411.0,1730,0.18,311.4,7.6
22-084,1411.0,1411.0,1730,0.18,311.4,7.6
22-1074,1411.0,1411.0,1730,0.18,311.4,7.6
22-1120,1411.0,1411.0,1730,0.18,311.4,7.6
22-1227,1411.0,1411.0,1730,0.18,311.4,7.6
22-1230,1411.0,1411.0,1730,0.18,311.4,7.6
22-1241,1411.0,1411.0,1730,0.18,311.4,7.6
22-1252,1411.0,1411.0,1730,0.18,311.4,7.6
22-1263,1411.0,1411.0,1730,0.18,311.4,7.6
22-1266,1411.0,1411.0,1730,0.18,311.4,7.6
22-1304,1411.0,1411.0,1730,0.18,311.4,7.6
22-1307,1411.0,1411.0,1730,0.18,311.4,7.6
22-1324,1411.0,1411.0,1730,0.18,311.4,7.6
22-1330,1411.0,1411.0,1730,0.18,311.4,7.6
22-1367,1411.0,1411.0,1730,0.18,311.4,7.6
22-1397,1411.0,1411.0,1730,0.18,311.4,7.6
22-143,1411.0,1411.0,1730,0.18,311.4,7.6
22-1440,1411.0,1411.0,1730,0.18,311.4,7.6
22-1588,1411.0,1411.0,1730,0.18,311.4,7.6
22-310,1411.0,1411.0,1730,0.18,311.4,7.6
22-321,1411.0,1411.0,1730,0.18,311.4,7.6
22-368,1411.0,1411.0,1730,0.18,311.4,7.6
